experiment_id,json_valid,json_preview
491,true,{     "recipe_name": "Potato Carbonara"      "servings_estimated": 4      "per_serving": {         "calories": 372          "total_fat_g": 15.8          "saturated_fat_g": 6.9          "sodium_mg": 20
492,true,{     "recipe_name": "Potato Cream Curry Udon"      "servings_estimated": 1      "per_serving": {         "calories": 365          "total_fat_g": 20          "saturated_fat_g": 4.8          "sodium_mg
493,true,{     "recipe_name": "Rice Paper Croissant"      "servings_estimated": 1      "per_serving": {         "calories": 340          "total_fat_g": 9          "saturated_fat_g": 0.5          "sodium_mg": 2
494,true,{     "recipe_name": "Roti-Boy Cookies"      "servings_estimated": 1      "per_serving": {         "calories": 470          "total_fat_g": 36          "saturated_fat_g": 25.8          "sodium_mg": 20 
495,true,{     "recipe_name": "Roti Boy Coffee Bun"      "servings_estimated": 1      "per_serving": {         "calories": 230          "total_fat_g": 9.5          "saturated_fat_g": 2.75          "sodium_mg":
496,true,{     "recipe_name": "Potato Onigiri-Stuffed Salmon"      "servings_estimated": 1      "per_serving": {         "calories": 537          "total_fat_g": 24          "saturated_fat_g": 9.6          "sod
497,true,{     "recipe_name": "Mandarin Orange Pudding"      "servings_estimated": 4      "per_serving": {         "calories": 216          "total_fat_g": 9          "saturated_fat_g": 0.75          "sodium_mg
498,true,{     "recipe_name": "Chumuk Bab with Super Ring"      "servings_estimated": 4      "per_serving": {         "calories": 200          "total_fat_g": 10          "saturated_fat_g": 3.5          "sodium
499,true,{     "recipe_name": "Thai Tea Ice Cream Bars"      "servings_estimated": 1      "per_serving": {         "calories": 430          "total_fat_g": 17          "saturated_fat_g": 6.8          "sodium_mg
500,true,{     "recipe_name": "Watermelon Sandwich"      "servings_estimated": 1      "per_serving": {         "calories": 205          "total_fat_g": 8.3          "saturated_fat_g": 0          "sodium_mg": 70
501,true,{     "recipe_name": "Bougie Appam Balik Pizza"      "servings_estimated": 1      "per_serving": {         "calories": 260          "total_fat_g": 14          "saturated_fat_g": 4.8          "sodium_m
502,true,{     "recipe_name": "Frozen Apple Nectar"      "servings_estimated": 1      "per_serving": {         "calories": 60          "total_fat_g": 0.3          "saturated_fat_g": 0          "sodium_mg": 0  
503,true,{     "recipe_name": "Home-Made Olive Young Bagel Chips"      "servings_estimated": 1      "per_serving": {         "calories": 200          "total_fat_g": 8          "saturated_fat_g": 3          "so
504,true,{     "recipe_name": "Japanese Potato Salmon Filling"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 20          "saturated_fat_g": 4          "sodi
505,true,{     "recipe_name": "Banana Creme Brule"      "servings_estimated": 1      "per_serving": {         "calories": 530          "total_fat_g": 7          "saturated_fat_g": 2.4          "sodium_mg": 150
506,true,{     "recipe_name": "Fried Dace with Salted Black Beans Pasta"      "servings_estimated": 4      "per_serving": {         "calories": 360          "total_fat_g": 12          "saturated_fat_g": 0.5   
507,true,{     "recipe_name": "Buttered Dog Dessert"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 18          "carbohydrate_g": 35          "protein_g": 4 
508,true,{     "recipe_name": "Lazy Cake Batik"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 9          "saturated_fat_g": 2.4          "sodium_mg": 100   
509,false,{     "recipe_name": "Castella Cake"      "servings_estimated": 1      "per_serving": {         "calories": 280          "total_fat_g": 9.6          "saturated_fat_g": 2.4          "sodium_mg": 50    
510,true,{     "recipe_name": "Century Egg Carbonara"      "servings_estimated": 1      "per_serving": {         "calories": 270          "total_fat_g": 15          "saturated_fat_g": 3.4          "sodium_mg":
511,true,{     "recipe_name": "Chicken Lembak Rice"      "servings_estimated": 1      "per_serving": {         "calories": 500          "total_fat_g": 23          "saturated_fat_g": 6          "sodium_mg": 400
512,true,{     "recipe_name": "Hainanese Chicken Rice with Balls"      "servings_estimated": 1      "per_serving": {         "calories": 378          "total_fat_g": 24          "saturated_fat_g": 6.5          
513,true,{     "recipe_name": "Waterless Chicken Soup"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 7          "saturated_fat_g": 3.5          "sodium_mg":
514,true,{     "recipe_name": "Lei La Jiao"      "servings_estimated": 1      "per_serving": {         "calories": 270          "total_fat_g": 9          "saturated_fat_g": 1.5          "sodium_mg": 460       
515,true,{     "recipe_name": "Coco Crunch Strawberry"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 7          "saturated_fat_g": 1.5          "sodium_mg":
516,true,{     "recipe_name": "Corn Tart"      "servings_estimated": 1      "per_serving": {         "calories": 350          "total_fat_g": 20          "carbohydrate_g": 45          "protein_g": 8     }      
517,true,{     "recipe_name": "Cinnamon Sugar Croissant Babies"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 18          "saturated_fat_g": 4.5          "s
518,true,{     "recipe_name": "Ultimate Black Sesame Tong Yuen Cookies"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 8.9          "saturated_fat_g": 3.6   
519,true,{     "recipe_name": "Durian Curry"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 8          "saturated_fat_g": 1.5          "sodium_mg": 400      
520,true,{     "recipe_name": "Espresso Mart-a Kucing"      "servings_estimated": 1      "per_serving": {         "calories": 200          "total_fat_g": 5          "saturated_fat_g": 0          "sodium_mg": 5
521,true,{     "recipe_name": "Car Selling Process"      "servings_estimated": 1      "per_serving": {         "calories": 0          "total_fat_g": 0          "saturated_fat_g": 0          "sodium_mg": 0     
522,false,{     "recipe_name": "Fruit Cake with Asian Dried Fruits"      "servings_estimated": 1      "per_serving": {         "calories": 0          "total_fat_g": 0          "saturated_fat_g": 0          "sod
523,true,{     "recipe_name": "Kante No-Churn Ice Cream with Kante Sheets"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 6          "saturated_fat_g": 2    
524,true,{     "recipe_name": "Gula Melaka Cake"      "servings_estimated": 1      "per_serving": {         "calories": 364          "total_fat_g": 8          "saturated_fat_g": 0.75          "sodium_mg": 20  
525,true,{     "recipe_name": "Kaya Toast with Cured Egg Yolk"      "servings_estimated": 1      "per_serving": {         "calories": 600          "total_fat_g": 32          "saturated_fat_g": 7          "sodi
526,true,{     "recipe_name": "Kimchi Grilled Cheese"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 8.3          "saturated_fat_g": 1.97          "sodium_mg
527,false,{     "recipe_name": "Korean Salt Bread"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 20          "saturated_fat_g": 5          "sodium_mg": 400  
528,true,{     "recipe_name": "Kueh Ketayap"      "servings_estimated": 1      "per_serving": {         "calories": 364          "total_fat_g": 24.75          "saturated_fat_g": 8.05          "sodium_mg": 1290
529,true,{     "recipe_name": "Kuih Talam with Coconut and Coffee Custard Layer"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 4          "saturated_fat_g":
530,true,{     "recipe_name": "Spicy Creamy Numbing Mala Pasta"      "servings_estimated": 1      "per_serving": {         "calories": 364          "total_fat_g": 20          "saturated_fat_g": 1          "sod
531,true,{     "recipe_name": "Bandung Inspired Drink"      "servings_estimated": 1      "per_serving": {         "calories": 240          "total_fat_g": 5          "saturated_fat_g": 0.5          "sodium_mg":
532,true,{     "recipe_name": "Mentaiko Pasta"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 8          "saturated_fat_g": 2          "sodium_mg": 500      
533,true,{     "recipe_name": "Mooncake Wellington"      "servings_estimated": 1      "per_serving": {         "calories": 350          "total_fat_g": 20          "saturated_fat_g": 4          "sodium_mg": 800
534,true,{     "recipe_name": "Mug Lasagna"      "servings_estimated": 1      "per_serving": {         "calories": 400          "total_fat_g": 20          "saturated_fat_g": 5          "sodium_mg": 500        
535,true,{     "recipe_name": "Golden Diner or Pavilion Style Pancakes"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 8          "saturated_fat_g": 1       
536,true,{     "recipe_name": "Papaya Snow Fungus Soup"      "servings_estimated": 1      "per_serving": {         "calories": 200          "total_fat_g": 4          "saturated_fat_g": 1          "sodium_mg": 
537,true,{     "recipe_name": "Peanut Butter Cookies"      "servings_estimated": 1      "per_serving": {         "calories": 200          "total_fat_g": 9          "saturated_fat_g": 1.5          "sodium_mg": 
538,true,{     "recipe_name": "Pickled Shaved Ice Dessert"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 2          "saturated_fat_g": 0.3          "sodium_
539,true,{     "recipe_name": "Pineapple Bun"      "servings_estimated": 1      "per_serving": {         "calories": 250          "total_fat_g": 6          "saturated_fat_g": 0.5          "sodium_mg": 200     
540,true,{     "recipe_name": "Porridge Pie"      "servings_estimated": 1      "per_serving": {         "calories": 364          "total_fat_g": 9          "saturated_fat_g": 0.5          "sodium_mg": 280      
541,true,{     "recipe_name": "Potato Carbonara Noodles"      "servings_estimated": 4      "per_serving": {         "calories": 270          "total_fat_g": 13          "saturated_fat_g": 5.6          "sodium_m
542,true,{     "recipe_name": "Potato Cream Curry Udon"      "servings_estimated": 1      "per_serving": {         "calories": 350          "total_fat_g": 20          "saturated_fat_g": 4.6          "sodium_mg
543,true,{     "recipe_name": "Rice Paper Croissant"      "servings_estimated": 1      "per_serving": {         "calories": 450          "total_fat_g": 20          "saturated_fat_g": 8          "sodium_mg": 30
544,true,{     "recipe_name": "Roti-Boy Cookies"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 24          "saturated_fat_g": 15          "sodium_mg": 100  
545,true,{     "recipe_name": "Roti-Boy Coffee Bun"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 8          "saturated_fat_g": 2.4          "sodium_mg": 50
546,false,{     "recipe_name": "Japanese Salmon Stuffed Potatoes"      "servings_estimated": 1      "per_serving": {         "calories": 450          "total_fat_g": 23          "saturated_fat_g": 6.9          "
547,true,{     "recipe_name": "Sticky Mandarin Orange Pudding"      "servings_estimated": 1      "per_serving": {         "calories": 364          "total_fat_g": 20          "saturated_fat_g": 9          "sodi
548,true,{     "recipe_name": "Korean Rice Balls with Super Ring"      "servings_estimated": 1      "per_serving": {         "calories": 300          "total_fat_g": 9          "saturated_fat_g": 2.5          "
549,true,{     "recipe_name": "Mad Coconut-Y Thai Milk-Y Ice Cream Bars"      "servings_estimated": 1      "per_serving": {         "calories": 200          "total_fat_g": 5          "saturated_fat_g": 3      
550,true,{     "recipe_name": "Watermelon Sandwich"      "servings_estimated": 1      "per_serving": {         "calories": 305          "total_fat_g": 7.4          "saturated_fat_g": 0.2          "sodium_mg": 
551,true,{ "recipe_name": "Bougie Appam Balik Pizza"  "servings_estimated": 1  "per_serving": { "calories": 250  "total_fat_g": 9  "saturated_fat_g": 3  "sodium_mg": 400  "carbohydrate_g": 28  "fiber_g": 0  "s
552,true,{ "recipe_name": ""  "servings_estimated": 1  "per_serving": { "calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein_g": 0 }
553,true,{   "recipe_name": "Olive Young Bagel Chips"     "servings_estimated": 1     "per_serving": {         "calories": 200          "total_fat_g": 15          "saturated_fat_g": 3          "sodium_mg": 200
554,true,{ "recipe_name": "Japanese Salmon Stuffed Potato"  "servings_estimated": 4  "per_serving": { "calories": 230  "total_fat_g": 11  "saturated_fat_g": 5  "sodium_mg": 150  "carbohydrate_g": 25  "fiber_g"
555,true,{    "recipe_name": "Banana Creme Brule"  "servings_estimated": 1  "per_serving": {     "calories": 320      "total_fat_g": 4      "carbohydrate_g": 60      "protein_g": 2 }  "total_recipe": {     "ca
556,false,{    "recipe_name": "Fried Dace with Salted Black Beans Pasta"     "servings_estimated": 4     "per_serving": {       "calories": 364        "total_fat_g": 18        "saturated_fat_g": 2.5        "sod
557,true,{    "recipe_name": "Buttered Dog Dessert"  "servings_estimated": 1  "per_serving": {     "calories": 400      "total_fat_g": 25      "carbohydrate_g": 38      "protein_g": 2 }  "total_recipe": {     
558,true,{ "recipe_name": "Lazy Cake Batik"  "servings_estimated": 8  "per_serving": { "calories": 240  "total_fat_g": 7.5  "saturated_fat_g": 3.6  "sodium_mg": 120  "carbohydrate_g": 35  "fiber_g": 1.8  "suga
559,true,{ "recipe_name": "Castella Cake"  "servings_estimated": 1  "per_serving": { "calories": 300  "total_fat_g": 20  "saturated_fat_g": 5  "sodium_mg": 100  "carbohydrate_g": 40  "fiber_g": 2  "sugars_g": 
560,true,{   "recipe_name": "Century Egg Carbonara"  "servings_estimated": 1  "per_serving": {     "calories": 250      "total_fat_g": 9      "saturated_fat_g": 1      "sodium_mg": 360      "carbohydrate_g": 2
561,true,{    "recipe_name": "Chicken Lempok Rice"     "servings_estimated": 4     "per_serving": {       "calories": 350        "total_fat_g": 12        "saturated_fat_g": 7        "sodium_mg": 450        "ca
562,true,{    "recipe_name": "Hainanese Chicken Rice Balls"     "servings_estimated": 1     "per_serving": {       "calories": 250        "total_fat_g": 7        "saturated_fat_g": 3.5        "sodium_mg": 400 
563,true,{     "recipe_name": "Waterless Chicken Soup"    "servings_estimated": 1    "per_serving": {     "calories": 200      "total_fat_g": 5      "saturated_fat_g": 3      "sodium_mg": 400      "carbohydrat
564,true,{   "recipe_name": "Lei La Jiao"  "servings_estimated": 1  "per_serving": {     "calories": 200      "total_fat_g": 6      "carbohydrate_g": 38      "protein_g": 4 }  "total_recipe": {     "calories":
565,true,{ "recipe_name": "Coco Crunch Strawberry"  "servings_estimated": 1  "per_serving": { "calories": 200  "total_fat_g": 5  "saturated_fat_g": 0.5  "sodium_mg": 100  "carbohydrate_g": 40  "fiber_g": 1  "s
566,true,{   "recipe_name": "Corn Tart"    "servings_estimated": 1    "per_serving": {     "calories": 240      "total_fat_g": 6      "saturated_fat_g": 1      "sodium_mg": 300      "carbohydrate_g": 35      "
567,true,{ "recipe_name": ""  "servings_estimated": 1  "per_serving": {"calories": 200  "total_fat_g": 6  "saturated_fat_g": 3  "sodium_mg": 50  "carbohydrate_g": 30  "fiber_g": 2  "sugars_g": 10  "protein_g":
568,true,{    "recipe_name": "Ultimate Black Sesame Tong Yuen Cookies"  "servings_estimated": 1  "per_serving": {     "calories": 200      "total_fat_g": 5      "saturated_fat_g": 3      "sodium_mg": 100      
569,true,{ "recipe_name": "Durian Curry"  "servings_estimated": 1  "per_serving": { "calories": 300  "total_fat_g": 25  "saturated_fat_g": 7  "sodium_mg": 800  "carbohydrate_g": 40  "fiber_g": 2  "sugars_g": 1
570,true,{ "recipe_name": "Espresso Mart-a Kucing"  "servings_estimated": 1  "per_serving": { "calories": 200  "total_fat_g": 8.5  "saturated_fat_g": 3.5  "sodium_mg": 400  "carbohydrate_g": 20  "fiber_g": 1.5
571,true,{   "recipe_name": "Short Fries"    "servings_estimated": 1    "per_serving": {   "calories": 250    "total_fat_g": 15    "saturated_fat_g": 6    "sodium_mg": 300    "carbohydrate_g": 25    "fiber_g":
572,true,{   "recipe_name": "Dried Fruits Fruit Cake"    "servings_estimated": 1    "per_serving": {   "calories": 345    "total_fat_g": 20    "saturated_fat_g": 9    "sodium_mg": 68    "carbohydrate_g": 53   
573,true,{    "recipe_name": "Kante Ice Cream with Kante Sheets and Miso Caramel"     "servings_estimated": 1     "per_serving": {        "calories": 450         "total_fat_g": 23         "saturated_fat_g": 2.
574,true,{    "recipe_name": "Gula Melaka Cake"  "servings_estimated": 1  "per_serving": {     "calories": 325      "total_fat_g": 17      "carbohydrate_g": 48      "protein_g": 2 }  "total_recipe": {     "cal
575,true,{ "recipe_name": "Kaya Toast with Half Boiled Eggs"  "servings_estimated": 1  "per_serving": { "calories": 500  "total_fat_g": 24.9  "saturated_fat_g": 13.8  "sodium_mg": 560  "carbohydrate_g": 70.1  
576,true,{   "recipe_name": "Kimchi Grilled Cheese"    "servings_estimated": 4    "per_serving": {     "calories": 250      "total_fat_g": 8      "saturated_fat_g": 1.5      "sodium_mg": 360      "carbohydrate
577,true,{ "recipe_name": "Korean Salt Bread"  "servings_estimated": 1  "per_serving": { "calories": 230  "total_fat_g": 14  "saturated_fat_g": 7  "sodium_mg": 400  "carbohydrate_g": 28  "fiber_g": 1  "sugars_
578,true,{    "recipe_name": "Kueh Ketayap (Dadar)"  "servings_estimated": 4  "per_serving": {     "calories": 235      "total_fat_g": 7      "carbohydrate_g": 30      "protein_g": 1 }  "total_recipe": {     "
579,true,{    "recipe_name": "Kuih Talam XL Kopi Kau Kau Extra Intense"     "servings_estimated": 1     "per_serving": {          "calories": 200          "total_fat_g": 5        "carbohydrate_g": 35        "p
580,true,{ "recipe_name": "Spicy Mala Pasta"  "servings_estimated": 4  "per_serving": { "calories": 250  "total_fat_g": 10  "saturated_fat_g": 3  "sodium_mg": 600  "carbohydrate_g": 35  "fiber_g": 2  "sugars_g
581,true,{ "recipe_name": "Bandung Inspired Drink"  "servings_estimated": 1  "per_serving": { "calories": 80  "total_fat_g": 2  "saturated_fat_g": 0.5  "sodium_mg": 30  "carbohydrate_g": 16  "fiber_g": 1  "sug
582,true,{ "recipe_name": "Mentaiko Pasta"  "servings_estimated": 1  "per_serving": { "calories": 300  "total_fat_g": 25  "saturated_fat_g": 4  "sodium_mg": 700  "carbohydrate_g": 10  "fiber_g": 1  "sugars_g":
583,true,{   "recipe_name": "Mooncake Wellington"    "servings_estimated": 1    "per_serving": {       "calories": 350        "total_fat_g": 20        "saturated_fat_g": 4        "sodium_mg": 300        "carbo
584,true,{   "recipe_name": "Mug Lasagna"  "servings_estimated": 1  "per_serving": {     "calories": 300      "total_fat_g": 8      "saturated_fat_g": 2      "sodium_mg": 500      "carbohydrate_g": 45      "fi
585,true,{ "recipe_name": "Golden Diner Pancakes"  "servings_estimated": 1  "per_serving": { "calories": 230  "total_fat_g": 9  "saturated_fat_g": 0  "sodium_mg": 450  "carbohydrate_g": 28  "fiber_g": 0  "suga
586,true,{ "recipe_name": "Papaya Snow Fungus Soup"  "servings_estimated": 1  "per_serving": { "calories": 200  "total_fat_g": 1  "carbohydrate_g": 45  "protein_g": 3 }  "total_recipe": { "calories": 600  "tot
587,true,{ "recipe_name": "Peanut Butter Cookies"  "servings_estimated": 1  "per_serving": { "calories": 300  "total_fat_g": 20  "saturated_fat_g": 4  "sodium_mg": 100  "carbohydrate_g": 40  "fiber_g": 2  "sug
588,true,{}.
589,false,{    "recipe_name": "Classic Hong Kong Pineapple Bun"  "servings_estimated": 1  "per_serving": {     "calories": 250      "total_fat_g": 8      "saturated_fat_g": 0.7      "sodium_mg": 40      "carboh
590,true,{ "recipe_name": "Porridge Pie"  "servings_estimated": 1  "per_serving": { "calories": 320  "total_fat_g": 15  "saturated_fat_g": 4  "sodium_mg": 500  "carbohydrate_g": 38  "fiber_g": 2  "sugars_g": 1
591,true,{    "recipe_name": "Potato Noodle Carbonara"  "servings_estimated": 1  "per_serving": {     "calories": 325      "total_fat_g": 19      "saturated_fat_g": 6      "sodium_mg": 400      "carbohydrate_g
592,true,{   "recipe_name": "Potato Cream Curry Udon"    "servings_estimated": 1    "per_serving": {     "calories": 450      "total_fat_g": 20      "saturated_fat_g": 8      "sodium_mg": 750      "carbohydrat
593,true,{    "recipe_name": "Rice Paper Croissant"  "servings_estimated": 1  "per_serving": {     "calories": 305      "total_fat_g": 17      "saturated_fat_g": 8.9      "sodium_mg": 264      "carbohydrate_g"
594,true,{ "recipe_name": "Roti-boy Cookies"  "servings_estimated": 1  "per_serving": { "calories": 200  "total_fat_g": 7  "saturated_fat_g": 3  "sodium_mg": 50  "carbohydrate_g": 30  "fiber_g": 1  "sugars_g":
595,true,{ "recipe_name": "Roti-Boy Coffee Bun"  "servings_estimated": 1  "per_serving": { "calories": 200  "total_fat_g": 5  "saturated_fat_g": 3  "sodium_mg": 200  "carbohydrate_g": 25  "fiber_g": 1  "sugars
596,true,{   "recipe_name": "Japanese Salmon Potatoes"    "servings_estimated": 1    "per_serving": {   "calories": 350    "total_fat_g": 20    "saturated_fat_g": 4    "sodium_mg": 300    "carbohydrate_g": 50 
597,true,{   "recipe_name": "Mandarin Orange Sticky Pudding"    "servings_estimated": 1    "per_serving": {       "calories": 350        "total_fat_g": 21        "carbohydrate_g": 48        "protein_g": 6   } 
598,true,{     "recipe_name": "Chumuk Bab with Crushed Super Ring"    "servings_estimated": 1    "per_serving": {     "calories": 250      "total_fat_g": 8      "saturated_fat_g": 3      "sodium_mg": 400      
599,true,{ "recipe_name": "Thai Tea Ice Cream Bars"  "servings_estimated": 1  "per_serving": {"calories": 200  "total_fat_g": 5  "saturated_fat_g": 1  "sodium_mg": 50  "carbohydrate_g": 30  "fiber_g": 2  "suga
600,true,{ "recipe_name": "Watermelon Sandwich"  "servings_estimated": 1  "per_serving": { "calories": 205  "total_fat_g": 8.3  "carbohydrate_g": 16.4  "protein_g": 1.5 }  "total_recipe": { "calories": 205  "t
601,true,{"recipe_name":"Appam Balik Pizza" "servings_estimated":1 "per_serving":{"calories":0 "total_fat_g":0 "saturated_fat_g":0 "sodium_mg":0 "carbohydrate_g":0 "fiber_g":0 "sugars_g":0 "protein_g":0} "tota
602,true,{"recipe_name": "Frozen Defrosted Apple"  "servings_estimated": 1  "per_serving": {"calories": 52  "total_fat_g": 0.08  "saturated_fat_g": 0.01  "sodium_mg": 2  "carbohydrate_g": 13.3  "fiber_g": 4.5 
603,true,{"recipe_name": "Homemade Bagel Chips with Honey Butter"  "servings_estimated": 1  "per_serving": {"calories": 360  "total_fat_g": 22  "saturated_fat_g": 12  "sodium_mg": 350  "carbohydrate_g": 25  "f
604,true,{"recipe_name": "Japanese Salmon Baked Potato"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "suga
605,true,{"recipe_name": "Banana Creme Brule"  "servings_estimated": 1  "per_serving": {"calories": 450  "total_fat_g": 24  "saturated_fat_g": 16  "sodium_mg": 150  "carbohydrate_g": 55  "fiber_g": 3  "sugars_
606,true,{"recipe_name": "Malaysian Fried Dace Pasta"  "servings_estimated": 1  "per_serving": {"calories": 400  "total_fat_g": 20  "saturated_fat_g": 3  "sodium_mg": 800  "carbohydrate_g": 30  "fiber_g": 2  "
607,true,{"recipe_name": "Buttered Dog Dessert"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0
608,true,{"recipe_name": "Lazy Cake"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein_
609,true,{"recipe_name": "Japanese Portuguese Castella Cake"  "servings_estimated": 1  "per_serving": {"calories": 230  "total_fat_g": 12  "saturated_fat_g": 8  "sodium_mg": 10  "carbohydrate_g": 32  "fiber_g"
610,true,{"recipe_name": "Century Egg Carbonara"  "servings_estimated": 1  "per_serving": {"calories": 540  "total_fat_g": 38  "saturated_fat_g": 16  "sodium_mg": 450  "carbohydrate_g": 10  "fiber_g": 0  "suga
611,true,{"recipe_name": "Chicken Lemak Rice"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  
612,true,{"recipe_name": "Hainanese Chicken Rice Balls"  "servings_estimated": 1  "per_serving": {"calories": 420  "total_fat_g": 26  "saturated_fat_g": 8  "sodium_mg": 450  "carbohydrate_g": 24  "fiber_g": 2 
613,true,{"recipe_name": "Waterless Chicken Soup"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g":
614,true,{"recipe_name": "Lei La Jiao"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protei
615,true,{"recipe_name": "Coco Crunch Strawberry"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g":
616,true,{"recipe_name": "Seoul Corn Tart"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "pr
617,true,{"recipe_name": "Cinnamon Sugar Croissant Cereal"  "servings_estimated": 1  "per_serving": {"calories": 320  "total_fat_g": 12  "saturated_fat_g": 8  "sodium_mg": 200  "carbohydrate_g": 40  "fiber_g":
618,true,{"recipe_name": "Black Sesame Tong Yuen Cookie"  "servings_estimated": 1  "per_serving": {"calories": 542  "total_fat_g": 24  "saturated_fat_g": 15  "sodium_mg": 200  "carbohydrate_g": 68  "fiber_g": 
619,true,{"recipe_name": "Durian Curry"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "prote
620,true,{"recipe_name": "Espresso Mart-a Kucing"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g":
621,true,{"recipe_name": "Short Fries"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protei
622,true,{"recipe_name": "Dried Asian Fruit Rum Cake"  "servings_estimated": 1  "per_serving": {"calories": 430  "total_fat_g": 24  "saturated_fat_g": 14  "sodium_mg": 250  "carbohydrate_g": 47  "fiber_g": 2  
623,true,{"recipe_name": "Kante Ice Cream"  "servings_estimated": 1  "per_serving": {"calories": 250  "total_fat_g": 12  "saturated_fat_g": 7  "sodium_mg": 200  "carbohydrate_g": 30  "fiber_g": 0  "sugars_g": 
624,true,{"recipe_name": "Gula Melaka Cake"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "p
625,true,{"recipe_name": "Kaya Toast with Cured Egg Yolk"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "su
626,true,{"recipe_name": "Kimchi Grilled Cheese"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 
627,true,{"recipe_name": "Korean Salt Bread"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "
628,true,{"recipe_name": "Kueh Dadar"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  "fiber_g": 0  "sugars_g": 0  "protein
629,true,{"recipe_name": "Kuih Talam XL Kopi Kau Kau Extra Intense Melele"  "servings_estimated": 1  "per_serving": {"calories": 0  "total_fat_g": 0  "saturated_fat_g": 0  "sodium_mg": 0  "carbohydrate_g": 0  
